EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevelID,EducationLevel,PerformanceID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,SatisfactionID,SatisfactionLevel,SatisfactionID_Job,SatisfactionLevel_Job,SatisfactionID_Rel,SatisfactionLevel_Rel,RatingID,RatingLevel,RatingID_Manager,RatingLevel_Manager
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,23,CA,White,4,Marketing,Sales Executive,Single,157718,0,Yes,2012-01-04,No,10,6,10,0,4,Masters ,PR1800,7/30/2017,3.0,5.0,5.0,2.0,0.0,2.0,4.0,3.0,3.0,Neutral,5.0,Very Satisfied,5.0,Very Satisfied,4.0,Exceeds Expectation ,3.0,Meets Expectation
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,23,CA,White,4,Marketing,Sales Executive,Single,157718,0,Yes,2012-01-04,No,10,6,10,0,4,Masters ,PR2477,7/30/2018,5.0,2.0,5.0,2.0,0.0,2.0,5.0,5.0,5.0,Very Satisfied,2.0,Dissatisfied,5.0,Very Satisfied,5.0,Above and Beyond,5.0,Above and Beyond
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,23,CA,White,4,Marketing,Sales Executive,Single,157718,0,Yes,2012-01-04,No,10,6,10,0,4,Masters ,PR3267,7/30/2019,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,Satisfied ,3.0,Neutral,4.0,Satisfied ,4.0,Exceeds Expectation ,3.0,Meets Expectation
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,23,CA,White,4,Marketing,Sales Executive,Single,157718,0,Yes,2012-01-04,No,10,6,10,0,4,Masters ,PR376,7/31/2014,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,Very Satisfied,5.0,Very Satisfied,4.0,Satisfied ,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,23,CA,White,4,Marketing,Sales Executive,Single,157718,0,Yes,2012-01-04,No,10,6,10,0,4,Masters ,PR4176,7/29/2020,3.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,Neutral,2.0,Dissatisfied,2.0,Dissatisfied,3.0,Meets Expectation,3.0,Meets Expectation
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,23,CA,White,4,Marketing,Sales Executive,Single,157718,0,Yes,2012-01-04,No,10,6,10,0,4,Masters ,PR5192,7/29/2021,5.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,Very Satisfied,3.0,Neutral,4.0,Satisfied ,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,23,CA,White,4,Marketing,Sales Executive,Single,157718,0,Yes,2012-01-04,No,10,6,10,0,4,Masters ,PR6295,7/29/2022,3.0,4.0,4.0,3.0,0.0,2.0,5.0,4.0,3.0,Neutral,4.0,Satisfied ,4.0,Satisfied ,5.0,Above and Beyond,4.0,Exceeds Expectation 
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,23,CA,White,4,Marketing,Sales Executive,Single,157718,0,Yes,2012-01-04,No,10,6,10,0,4,Masters ,PR741,7/31/2015,4.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,Satisfied ,3.0,Neutral,4.0,Satisfied ,5.0,Above and Beyond,5.0,Above and Beyond
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,29,CA,Asian or Asian American,4,Marketing ,HR Business Partner,Married,309964,1,No,2012-01-04,No,10,6,10,8,4,Masters ,PR1035,4/8/2016,3.0,3.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,Neutral,3.0,Neutral,2.0,Dissatisfied,3.0,Meets Expectation,2.0,Needs Improvement
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,29,CA,Asian or Asian American,4,Marketing ,HR Business Partner,Married,309964,1,No,2012-01-04,No,10,6,10,8,4,Masters ,PR1583,4/8/2017,4.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,Satisfied ,4.0,Satisfied ,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,29,CA,Asian or Asian American,4,Marketing ,HR Business Partner,Married,309964,1,No,2012-01-04,No,10,6,10,8,4,Masters ,PR2235,4/8/2018,5.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,5.0,Very Satisfied,4.0,Satisfied ,4.0,Satisfied ,3.0,Meets Expectation,2.0,Needs Improvement
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,29,CA,Asian or Asian American,4,Marketing ,HR Business Partner,Married,309964,1,No,2012-01-04,No,10,6,10,8,4,Masters ,PR280,4/9/2014,5.0,2.0,3.0,1.0,0.0,2.0,4.0,4.0,5.0,Very Satisfied,2.0,Dissatisfied,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,29,CA,Asian or Asian American,4,Marketing ,HR Business Partner,Married,309964,1,No,2012-01-04,No,10,6,10,8,4,Masters ,PR2981,4/8/2019,3.0,4.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,Neutral,4.0,Satisfied ,2.0,Dissatisfied,3.0,Meets Expectation,3.0,Meets Expectation
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,29,CA,Asian or Asian American,4,Marketing ,HR Business Partner,Married,309964,1,No,2012-01-04,No,10,6,10,8,4,Masters ,PR3851,4/7/2020,4.0,2.0,3.0,3.0,0.0,5.0,3.0,2.0,4.0,Satisfied ,2.0,Dissatisfied,3.0,Neutral,3.0,Meets Expectation,2.0,Needs Improvement
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,29,CA,Asian or Asian American,4,Marketing ,HR Business Partner,Married,309964,1,No,2012-01-04,No,10,6,10,8,4,Masters ,PR4841,4/7/2021,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,Satisfied ,4.0,Satisfied ,3.0,Neutral,4.0,Exceeds Expectation ,3.0,Meets Expectation
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,29,CA,Asian or Asian American,4,Marketing ,HR Business Partner,Married,309964,1,No,2012-01-04,No,10,6,10,8,4,Masters ,PR5918,4/7/2022,4.0,5.0,3.0,3.0,0.0,4.0,4.0,3.0,4.0,Satisfied ,5.0,Very Satisfied,3.0,Neutral,4.0,Exceeds Expectation ,3.0,Meets Expectation
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,29,CA,Asian or Asian American,4,Marketing ,HR Business Partner,Married,309964,1,No,2012-01-04,No,10,6,10,8,4,Masters ,PR599,4/9/2015,3.0,4.0,3.0,1.0,0.0,5.0,4.0,4.0,3.0,Neutral,4.0,Satisfied ,3.0,Neutral,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR1016,3/27/2016,3.0,5.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,Neutral,5.0,Very Satisfied,3.0,Neutral,3.0,Meets Expectation,3.0,Meets Expectation
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR1562,3/27/2017,4.0,5.0,5.0,1.0,1.0,5.0,4.0,3.0,4.0,Satisfied ,5.0,Very Satisfied,5.0,Very Satisfied,4.0,Exceeds Expectation ,3.0,Meets Expectation
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR2211,3/27/2018,4.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,Satisfied ,3.0,Neutral,4.0,Satisfied ,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR267,3/28/2014,3.0,5.0,5.0,1.0,2.0,2.0,5.0,5.0,3.0,Neutral,5.0,Very Satisfied,5.0,Very Satisfied,5.0,Above and Beyond,5.0,Above and Beyond
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR2954,3/27/2019,4.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,Satisfied ,4.0,Satisfied ,3.0,Neutral,3.0,Meets Expectation,2.0,Needs Improvement
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR3818,3/26/2020,4.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,Satisfied ,5.0,Very Satisfied,2.0,Dissatisfied,5.0,Above and Beyond,4.0,Exceeds Expectation 
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR4807,3/26/2021,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,Very Dissatisfied,1.0,Very Dissatisfied,2.0,Dissatisfied,3.0,Meets Expectation,3.0,Meets Expectation
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR582,3/28/2015,5.0,4.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,Very Satisfied,4.0,Satisfied ,3.0,Neutral,5.0,Above and Beyond,5.0,Above and Beyond
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR5879,3/26/2022,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,Very Dissatisfied,4.0,Satisfied ,3.0,Neutral,3.0,Meets Expectation,3.0,Meets Expectation
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR1107,5/13/2016,4.0,3.0,2.0,1.0,0.0,5.0,3.0,2.0,4.0,Satisfied ,3.0,Neutral,2.0,Dissatisfied,3.0,Meets Expectation,2.0,Needs Improvement
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR137,5/14/2013,5.0,2.0,4.0,2.0,1.0,5.0,4.0,3.0,5.0,Very Satisfied,2.0,Dissatisfied,4.0,Satisfied ,4.0,Exceeds Expectation ,3.0,Meets Expectation
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR1662,5/13/2017,4.0,3.0,5.0,1.0,2.0,4.0,4.0,3.0,4.0,Satisfied ,3.0,Neutral,5.0,Very Satisfied,4.0,Exceeds Expectation ,3.0,Meets Expectation
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR2321,5/13/2018,4.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,Satisfied ,3.0,Neutral,2.0,Dissatisfied,4.0,Exceeds Expectation ,3.0,Meets Expectation
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR3078,5/13/2019,4.0,5.0,4.0,3.0,0.0,4.0,4.0,3.0,4.0,Satisfied ,5.0,Very Satisfied,4.0,Satisfied ,4.0,Exceeds Expectation ,3.0,Meets Expectation
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR332,5/14/2014,4.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,Satisfied ,5.0,Very Satisfied,4.0,Satisfied ,5.0,Above and Beyond,5.0,Above and Beyond
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR3962,5/12/2020,3.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,Neutral,4.0,Satisfied ,5.0,Very Satisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR4958,5/12/2021,3.0,4.0,3.0,1.0,2.0,5.0,3.0,2.0,3.0,Neutral,4.0,Satisfied ,3.0,Neutral,3.0,Meets Expectation,2.0,Needs Improvement
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR661,5/14/2015,5.0,2.0,5.0,2.0,1.0,3.0,3.0,2.0,5.0,Very Satisfied,2.0,Dissatisfied,5.0,Very Satisfied,3.0,Meets Expectation,2.0,Needs Improvement
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR1325,11/22/2016,4.0,4.0,2.0,3.0,1.0,5.0,4.0,4.0,4.0,Satisfied ,4.0,Satisfied ,2.0,Dissatisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR1949,11/22/2017,5.0,5.0,2.0,1.0,2.0,4.0,5.0,4.0,5.0,Very Satisfied,5.0,Very Satisfied,2.0,Dissatisfied,5.0,Above and Beyond,4.0,Exceeds Expectation 
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR2661,11/22/2018,3.0,4.0,2.0,2.0,0.0,3.0,5.0,5.0,3.0,Neutral,4.0,Satisfied ,2.0,Dissatisfied,5.0,Above and Beyond,5.0,Above and Beyond
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR3486,11/22/2019,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,Satisfied ,4.0,Satisfied ,4.0,Satisfied ,3.0,Meets Expectation,3.0,Meets Expectation
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR420,11/23/2014,5.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,Very Satisfied,5.0,Very Satisfied,2.0,Dissatisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR4435,11/21/2020,4.0,5.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,Satisfied ,5.0,Very Satisfied,4.0,Satisfied ,5.0,Above and Beyond,4.0,Exceeds Expectation 
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR5480,11/21/2021,4.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,4.0,Satisfied ,2.0,Dissatisfied,3.0,Neutral,3.0,Meets Expectation,2.0,Needs Improvement
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR6598,11/21/2022,4.0,2.0,4.0,3.0,0.0,2.0,5.0,5.0,4.0,Satisfied ,2.0,Dissatisfied,4.0,Satisfied ,5.0,Above and Beyond,5.0,Above and Beyond
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR810,11/23/2015,4.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,Satisfied ,3.0,Neutral,3.0,Neutral,3.0,Meets Expectation,2.0,Needs Improvement
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR1199,7/17/2016,3.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,Neutral,3.0,Neutral,3.0,Neutral,5.0,Above and Beyond,4.0,Exceeds Expectation 
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR1777,7/17/2017,4.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,Satisfied ,5.0,Very Satisfied,5.0,Very Satisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR2450,7/17/2018,4.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,Satisfied ,5.0,Very Satisfied,4.0,Satisfied ,4.0,Exceeds Expectation ,3.0,Meets Expectation
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR3232,7/17/2019,5.0,3.0,5.0,3.0,0.0,2.0,4.0,4.0,5.0,Very Satisfied,3.0,Neutral,5.0,Very Satisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR368,7/18/2014,3.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,3.0,Neutral,5.0,Very Satisfied,5.0,Very Satisfied,5.0,Above and Beyond,5.0,Above and Beyond
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR4140,7/16/2020,4.0,3.0,5.0,3.0,0.0,4.0,5.0,5.0,4.0,Satisfied ,3.0,Neutral,5.0,Very Satisfied,5.0,Above and Beyond,5.0,Above and Beyond
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR5152,7/16/2021,4.0,5.0,4.0,2.0,0.0,4.0,5.0,4.0,4.0,Satisfied ,5.0,Very Satisfied,4.0,Satisfied ,5.0,Above and Beyond,4.0,Exceeds Expectation 
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR6255,7/16/2022,3.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,Neutral,5.0,Very Satisfied,3.0,Neutral,5.0,Above and Beyond,4.0,Exceeds Expectation 
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR730,7/18/2015,3.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,Neutral,5.0,Very Satisfied,2.0,Dissatisfied,4.0,Exceeds Expectation ,4.0,Exceeds Expectation 
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR1483,2/18/2017,5.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,5.0,Very Satisfied,2.0,Dissatisfied,2.0,Dissatisfied,5.0,Above and Beyond,4.0,Exceeds Expectation 
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR2121,2/18/2018,5.0,5.0,3.0,3.0,1.0,2.0,3.0,2.0,5.0,Very Satisfied,5.0,Very Satisfied,3.0,Neutral,3.0,Meets Expectation,2.0,Needs Improvement
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR215,2/19/2014,5.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,5.0,Very Satisfied,2.0,Dissatisfied,4.0,Satisfied ,3.0,Meets Expectation,2.0,Needs Improvement
